Nome: CURITIBA
Codigo Estacao: A807
Latitude: -25.448688
Longitude: -49.230602
Altitude: 922.91
Situacao: Operante
Data Inicial: 2019-12-01
Data Final: 2020-08-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL. HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR. AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO. HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR. HORARIA(%);VENTO. DIRECAO HORARIA (gr)(° (gr));VENTO. RAJADA MAXIMA(m/s);VENTO. VELOCIDADE HORARIA(m/s);
2019-12-08;0300;0;911.6;1017.123275;912;911.6;-3.54;17;15.5;11.5;16;15.5;11.9;11.5;12.6;77;76;77;67;4.6;1.3;
2019-12-08;0400;0;911.6;1017.510652;911.6;911.5;-3.54;16;14.5;10.9;15.5;14.4;11.5;10.8;12.6;79;77;79;16;3;0;
2019-12-08;0500;0;911.6;1017.705408;911.7;911.5;-3.54;16;14;11.3;14.5;13.9;11.3;10.8;12.5;84;79;84;42;1.6;0;
2019-12-08;0600;0;911.5;1017.710953;911.7;911.4;-3.54;15;13.7;null;14.1;13.5;null;null;12.5;null;null;null;54;1.3;0;
2019-12-08;0700;0;911.9;1018.275058;911.9;911.5;-3.54;14;13.4;null;13.8;13.2;null;null;12.5;null;null;null;86;1;0;
2019-12-08;0800;0;912.5;1018.749239;912.5;911.9;62.817;14;13.9;null;13.9;13.3;null;null;12.5;null;null;null;94;1.4;0;
2019-12-08;0900;0;913.2;1018.56165;913.2;912.4;670.715;15;16.4;12.1;16.8;13.9;null;null;12.8;null;null;75;136;1.4;.1;
2019-12-08;1000;0;913;1017.424903;913.3;912.9;1562.421;18;18.8;10.7;19.3;16.2;12.9;10.2;13.2;76;58;59;75;3.3;1.4;
2019-12-08;1100;0;912.6;1016.491042;913.1;912.6;1354.171;20;20.1;9.2;20.2;18.6;10.7;8.1;13.4;59;47;49;68;4.5;2.3;
2019-12-08;1200;0;912.6;1015.785798;912.8;912.4;2192.256;22;22;9.2;22.6;20.1;10;8;13.9;51;41;44;72;5.7;2.7;
2019-12-08;1300;0;912.5;1014.94247;912.7;912.4;3295.929;24;24;12.1;24.4;21.7;12.8;8.8;14.3;50;42;47;76;6.7;3.1;
2019-12-08;1400;0;912.2;1014.681501;912.5;912.1;2887.946;26;23.8;11.7;24.2;23;12.7;9.1;14.1;49;40;47;53;7.3;2.2;
2019-12-08;1500;0;911.9;1015.080379;912.2;911.7;1108.493;25;21.8;11.1;23.8;21.6;11.6;10.2;13.8;51;45;50;43;6.8;2.7;
2019-12-08;1600;0;911.5;1014.782829;912;911;1229.377;25;21.4;13.1;22.2;21.3;13.4;10.8;13.9;59;49;59;71;6.3;2.9;
2019-12-08;1700;0;911.1;1014.522655;911.5;910.8;949.491;25;20.9;13.3;21.5;20.7;13.8;12.6;13.7;64;58;62;75;5.7;2.2;
2019-12-08;1800;0;910.5;1014.003048;911.5;910.5;674.264;24;20.5;13.8;21.1;20.4;14.9;13.2;13.7;68;62;66;94;5.4;2.3;
2019-12-08;1900;0;910.5;1013.817488;910.6;910.2;890.619;24;21;14;21.2;20.2;14.5;13.6;13.7;67;63;64;86;6;1;
2019-12-08;2000;0;910.3;1014.003817;910.5;910.1;322.267;23;19.9;14.8;21;19.9;14.8;13.8;13;72;64;72;104;3.7;1.3;
2019-12-08;2100;0;911;1015.158508;911;910.2;75.252;22;18.9;14.9;19.9;18.9;15;14.7;12.7;78;72;78;88;4.2;1.7;
2019-12-08;2200;0;910.9;1015.38681;911.1;910.8;-3.459;21;18;14.1;19;18;15;14.1;12.7;78;77;78;73;3.8;1.6;
2019-12-08;2300;0;911.4;1016.210084;911.4;910.7;-3.54;20;17.3;14.1;18;17.2;14.3;13.9;12.6;82;78;82;81;5.1;1.1;
2019-12-09;0000;0;911.9;null;911.9;911.4;-3.54;19;16.9;13.7;17.3;16.9;14.3;13.7;12.6;83;81;82;39;3.4;1.2;
2019-12-09;0100;0;911.7;1016.697195;912.1;911.7;-3.54;19;16.9;12;17.1;16.9;13.7;12;12.6;81;73;73;35;3.5;1.2;
2019-12-09;0200;0;911.3;1016.404118;911.7;911.3;-3.534;18;16.5;11.5;16.9;16.5;12;11.5;12.6;73;72;72;44;4.6;1.8;
2019-12-09;0300;0;911;1016.222903;911.5;911;-3.54;18;16.1;11.8;16.5;16.1;11.8;11.5;12.6;75;72;75;181;3.6;0;
2019-12-09;0400;0;910.5;1015.588445;911;910.5;-3.54;18;16.3;11.1;16.4;16;12;11.1;12.6;77;71;71;143;.7;0;
2019-12-09;0500;0;910.4;1015.362066;910.6;910.4;-2.752;18;16.6;11.5;16.8;16;11.7;10.7;12.5;74;68;72;160;2.5;.7;
2019-12-09;0600;0;909.8;1014.845962;910.4;909.8;-3.459;17;16.2;11.1;16.6;16.1;11.6;11.1;12.5;74;72;72;117;2.8;.2;
2019-12-09;0700;0;909.7;1014.657833;910;909.5;-3.402;17;16.4;7.5;16.4;16.1;11;7.5;12.5;72;56;56;121;3.4;1.3;
2019-12-09;0800;0;911.3;1016.749979;911.5;909.7;32.908;17;15.6;9.3;16.4;15.6;9.9;7.5;12.5;69;56;66;133;4.7;.5;
2019-12-09;0900;0;912.5;1018.088835;912.5;911.3;123.546;17;15.6;8.6;15.8;15.3;9.4;8.1;12.5;66;61;63;220;4;1.6;
2019-12-09;1000;.6;912.6;1018.393811;913.1;912.3;174.464;17;15.1;11.8;15.8;14.9;11.9;8.7;12.5;81;63;81;143;3.9;1.3;
2019-12-09;1100;.2;913.3;1018.94278;913.8;912.3;474.382;17;15.7;11.6;15.8;15;12.2;11.4;13;82;76;77;349;5.8;1.6;
2019-12-09;1200;0;912.5;1017.665868;913.3;912.4;731.477;17;16.7;11;16.9;15.6;12.1;11;13.1;79;69;69;154;5.1;.4;
2019-12-09;1300;.2;912.7;1018.080798;912.7;912.3;606.058;18;16.2;12.4;16.9;16.2;12.7;11;13;79;69;78;226;3.1;0;
2019-12-09;1400;.8;912;1017.108243;912.9;912;702.622;18;16.7;11.1;16.9;15.9;13.1;10.9;13.2;82;69;70;119;2;.1;
2019-12-09;1500;0;911.5;1016.20744;912.1;911.3;786.313;19;17.6;12.8;17.6;16.7;12.8;11.1;13.1;74;69;73;156;3.8;.5;
2019-12-09;1600;0;910.3;1014.680153;911.7;910.3;970.71;20;18.1;13.5;18.5;17.4;13.6;12;13.2;74;70;74;56;4.4;2.1;
2019-12-09;1700;0;910;1013.744331;910.7;910;1057.004;20;19.7;13.9;20.2;17.8;15.1;13.3;13.6;76;69;69;103;4.6;.5;
2019-12-09;1800;0;909.5;1013.262086;910;909.4;1559.878;22;19.5;13.8;20.3;19.3;14.7;13.6;13.6;72;68;70;178;3.5;1.6;
2019-12-09;1900;0;909.3;1012.666636;909.5;909.1;1485.132;23;20.5;13.4;20.9;19.5;14.4;13.1;13.6;71;63;64;114;4;1.3;
2019-12-09;2000;0;909.4;1013.038594;909.5;909.2;818.834;23;19.8;14;21;19.8;14.9;13.2;13.3;70;63;69;113;4.8;2;
2019-12-09;2100;0;909.8;1014.198472;909.9;909.4;137.944;22;17.9;13.7;19.8;17.9;14.1;13;12.7;77;68;76;115;4.9;1.5;
2019-12-09;2200;0;910.5;1015.435368;910.5;909.8;-.433;20;16.7;13.3;17.9;16.7;13.8;13.3;12.7;81;76;81;86;5.2;1.3;
2019-12-09;2300;0;911;1016.069518;911;910.5;-3.54;19;16.5;13.5;16.7;16.5;13.6;13.3;12.6;82;81;82;47;4.2;.9;
2019-12-10;0000;0;911.3;null;911.3;911;-3.54;18;16.3;13.7;16.5;16.2;13.9;13.5;12.6;85;82;85;58;2.7;0;
2019-12-10;0100;0;911.5;1016.780654;911.6;911.4;-3.48;17;16.1;14;16.3;16.1;14.1;13.4;12.6;87;84;87;76;1.5;.1;
2019-12-10;0200;0;910.8;1016.11511;911.6;910.8;-3.54;17;15.8;15.6;16.1;15.8;15.8;14;12.6;99;87;99;24;2;.6;
2019-12-10;0300;0;910.1;1015.334169;910.8;910.1;-3.54;17;15.8;null;15.8;15.7;null;null;12.6;null;null;null;15;2.3;.2;
2019-12-10;0400;0;909.6;1014.699556;910.1;909.6;-3.534;17;16;null;16;15.8;null;null;12.5;null;null;null;349;1.7;0;
2019-12-10;0500;0;909.4;1014.438099;909.7;909.4;-3.532;17;16.1;null;16.1;16;null;null;12.5;null;null;null;206;1.9;.1;
2019-12-10;0600;0;909.4;1014.438099;909.5;909.3;-3.335;17;16.1;null;16.2;16;null;null;12.5;null;null;null;158;1.2;0;
2019-12-10;0700;0;909.6;1014.737941;909.6;909.3;-2.614;17;15.9;null;16.2;15.9;null;null;12.4;null;null;null;197;1;0;
2019-12-10;0800;0;910.1;1015.1806;910.1;909.6;47.628;17;16.2;null;16.3;15.8;null;null;12.4;null;null;null;159;1.5;.3;
2019-12-10;0900;0;910.4;1015.171226;910.4;910.1;269.607;17;17.1;16.2;17.1;16.1;null;null;12.6;null;null;94;103;1.8;.2;
2019-12-10;1000;0;911;1015.008206;911.1;910.4;841.024;19;19.3;14.8;19.3;17.1;16.1;14.4;13.2;94;75;75;118;2.4;.6;
2019-12-10;1100;0;911.3;1014.486275;911.3;911;1684.934;21;21.6;15.4;21.6;19.3;15.9;14.3;13.4;76;67;68;85;3;.6;
2019-12-10;1200;0;911.2;1014.190706;911.3;911.2;1659.435;23;22.1;16.2;22.5;20.7;16.4;14.5;13.6;70;66;69;321;3;.7;
2019-12-10;1300;0;911.1;1013.749447;911.2;911.1;2335.64;25;23;16.2;23.9;21.9;17.3;15.4;13.5;69;63;66;345;3.5;.8;
2019-12-10;1400;0;910.8;1013.306167;911.1;910.8;1646.058;26;23.3;16.4;24.2;22.9;17.2;15.8;13.4;67;62;65;310;3.5;.8;
2019-12-10;1500;0;910.3;1012.786342;910.8;910.3;635.222;25;23.2;17.5;23.4;22.6;17.7;16.1;13.4;72;64;70;44;3.6;1.5;
2019-12-10;1600;0;909.9;1012.414249;910.3;909.9;654.923;25;23;17.6;23.4;22.7;17.9;17.3;13.2;73;70;72;91;3.5;1.4;
2019-12-10;1700;0;909.2;1011.055194;909.9;909.2;1180.163;26;24.6;18.3;24.6;22.8;18.7;17.2;13.8;74;66;68;90;3.4;1.2;
2019-12-10;1800;0;908.3;1009.695429;909.2;908.3;2419.242;28;25.6;16.8;27.3;24.4;18.8;16.7;13.7;68;55;58;152;3.1;.9;
2019-12-10;1900;0;908.1;1009.616343;908.4;908;737.206;28;25.2;17.2;25.9;25;17.7;16.6;13.4;63;58;61;107;3.1;.9;
2019-12-10;2000;0;908.2;1010.522718;908.3;908;315.927;27;23;17.4;25.2;23;17.7;16.8;12.8;71;60;71;110;5.9;2.3;
2019-12-10;2100;0;908.8;1012.109797;908.8;908.2;135.883;25;20.5;17.1;23;20.5;17.4;17;12.7;81;71;81;121;6.3;1.7;
2019-12-10;2200;0;909.7;1013.522331;909.7;908.8;-3.05;23;19.4;null;20.5;19.4;null;null;12.7;null;null;null;110;5.3;1.3;
2019-12-10;2300;0;910.3;1014.228287;910.3;909.7;-1.361;22;19.3;null;19.5;19.2;null;null;12.7;null;null;null;78;4.1;.8;
2019-12-11;0000;0;910.6;null;910.7;910.2;-2.633;21;19.3;null;19.5;19.2;null;null;12.6;null;null;null;52;4.3;1.5;
2019-12-11;0100;0;910.7;1014.598991;910.9;910.6;-2.085;21;19.5;18.2;19.5;19.3;null;null;12.6;null;null;93;66;3.8;1.4;
2019-12-11;0200;0;910.3;1014.228287;910.7;910.2;-.247;21;19.3;17.1;19.6;19.3;18.4;17;12.6;94;86;87;73;3.6;1;
2019-12-11;0300;0;910;1013.969051;910.3;910;-.521;21;19.1;17.7;19.4;19.1;17.9;17;12.6;92;87;91;52;3.3;1.3;
2019-12-11;0400;0;909.5;1013.411925;910;909.2;-1.43;21;19.1;18;19.2;19;18.2;17.7;12.6;95;91;94;65;3;.3;
2019-12-11;0500;0;908.7;1012.558018;909.5;908.7;-1.182;21;19;17.3;19.1;19;17.8;17.1;12.6;93;88;90;102;2;.2;
2019-12-11;0600;0;908.7;1012.595539;908.9;908.5;-1.851;20;18.9;17.2;19.1;18.9;17.4;16.8;12.5;90;87;90;84;1.8;.3;
2019-12-11;0700;0;908.9;1012.818406;908.9;908.4;-2.359;20;18.9;18.9;19;18.9;18.9;17.2;12.5;100;90;100;100;2.1;.8;
2019-12-11;0800;0;909.3;1013.376941;909.3;908.9;18.203;20;18.6;null;18.9;18.6;null;null;12.5;null;null;null;80;2.7;.4;
2019-12-11;0900;0;910.1;1014.042951;910.1;909.3;122.492;20;19.2;18.2;19.2;18.6;null;null;12.5;null;null;94;118;2.8;.4;
2019-12-11;1000;0;910.3;1013.966499;910.5;910.1;382.037;21;20;16.3;20;19.2;18.2;16.2;12.7;94;79;79;122;2.8;.7;
2019-12-11;1100;0;910.5;1014.04024;910.7;910.3;710.954;22;20.4;16.2;21.1;20;17;16.1;12.9;79;75;76;94;3.7;1;
2019-12-11;1200;0;910.6;1014.114416;910.7;910.3;511.146;22;20.5;16.4;20.6;20.1;16.9;16.1;13;80;76;77;177;3.6;.3;
2019-12-11;1300;0;909.6;1012.741397;910.6;909.6;541.421;22;21.2;16.9;21.2;20.2;16.9;16.2;13.2;79;76;76;90;3.4;1.6;
2019-12-11;1400;0;908.5;1010.276775;909.6;908.5;2816.717;24;24.6;17.5;24.9;21.2;18.8;16.6;13.7;76;64;65;59;4.5;1.4;
2019-12-11;1500;0;907.8;1009.606474;908.5;907.8;2582.548;27;24.3;16.5;25;24;18.2;16.1;13.7;67;60;62;39;5.2;1.5;
2019-12-11;1600;0;906.9;1008.174869;907.8;906.9;1791.834;28;25.5;16.8;25.8;24;17.7;16.1;13.9;63;58;59;97;4.8;.8;
2019-12-11;1700;0;906.6;1007.591904;906.9;906.4;2640.314;29;26.2;16.9;26.8;24.9;18;15.7;13.8;61;55;57;31;5;2.1;
2019-12-11;1800;0;905.8;1007.310235;906.7;905.8;1145.674;29;24.5;17.6;26.3;24.4;18.1;16.8;13.6;67;56;65;49;6.3;2.9;
2019-12-11;1900;0;906.3;1008.700298;906.4;905.7;376.037;27;22.2;17.9;24.5;22.1;18.4;17.4;13;78;65;77;30;7.3;2.6;
2019-12-11;2000;0;906.9;1009.441311;906.9;906.3;129.689;25;22;17.9;22.3;21.9;18;17.7;12.7;78;76;78;53;6.2;1.3;
2019-12-11;2100;0;907;1009.736146;907.1;906.8;29.361;24;21.5;17.8;22.1;21.5;18;17.7;12.7;80;77;79;40;4.7;1.7;
2019-12-11;2200;0;907.1;1010.068599;907.1;906.9;-1.752;23;20.9;17.9;21.5;20.9;18.1;17.8;12.7;83;79;83;18;4.5;1.2;
2019-12-11;2300;0;907.6;1010.810458;907.6;907.1;-3.538;23;20.4;17.8;20.9;20.3;17.9;17.7;12.7;85;83;85;357;3.2;.5;
2019-12-12;0000;0;908;null;908;907.5;-3.142;22;20.3;19.1;20.4;20.3;19.1;17.6;12.6;93;85;93;52;2.7;1;
2019-12-12;0100;0;908.3;1011.925182;908.4;908;-3.39;22;19.5;null;20.3;19.5;null;null;12.6;null;null;null;84;2.8;.1;
2019-12-12;0200;0;907.6;1011.294847;908.3;907.6;-3.54;21;19.1;null;19.5;19.1;null;null;12.6;null;null;null;46;2.6;.6;
2019-12-12;0300;0;907;1010.776155;907.6;907;-3.54;20;18.7;null;19.1;18.6;null;null;12.6;null;null;null;329;2.6;.6;
2019-12-12;0400;0;906.7;1010.592072;907;906.7;-3.54;20;18.3;null;18.7;18.3;null;null;12.6;null;null;null;324;2.5;.7;
2019-12-12;0500;0;906;1009.849464;906.7;906;-3.307;20;18.2;null;18.6;18.1;null;null;12.5;null;null;null;348;4.5;1;
2019-12-12;0600;0;906.1;1010.376371;906.2;906;-3.54;19;17.1;null;18.2;17.1;null;null;12.5;null;null;null;333;3.2;0;
2019-12-12;0700;0;906.6;1011.047855;906.6;906.1;-3.536;18;16.8;null;17.2;16.6;null;null;12.5;null;null;null;22;.8;0;
2019-12-12;0800;0;907.2;1011.565011;907.2;906.6;76.179;18;17.2;null;17.2;16.4;null;null;12.5;null;null;null;278;2;.8;
2019-12-12;0900;0;907.9;1011.89192;908;907.2;366.395;18;18.4;null;18.4;17.2;null;null;12.7;null;null;null;321;4.4;1.1;
2019-12-12;1000;0;908.1;1011.441585;908.1;907.9;1177.745;20;20.2;16.1;20.5;18.4;18.5;15.5;13.2;99;75;78;283;5.2;2.4;
2019-12-12;1100;0;908.3;1010.962926;908.4;908;2156.514;22;22.1;15.5;22.2;20.2;16.5;15.1;13.6;78;66;66;285;7.1;3;
2019-12-12;1200;0;908.3;1010.379593;908.4;908.2;2922.429;24;23.7;14.6;24.2;22.1;16.8;13.8;14.1;69;54;57;282;8.2;4.4;
2019-12-12;1300;0;907.8;1009.282806;908.3;907.8;3641.592;26;25.2;14.9;25.7;23.8;15.6;14.2;14.2;57;51;53;278;9.1;3.8;
2019-12-12;1400;0;907.3;1008.369881;907.8;907.3;3489.325;27;26.2;15.4;26.7;25.2;16.1;14.2;13.9;55;49;51;301;8.5;4.2;
2019-12-12;1500;0;906.9;1007.500374;907.3;906.8;3508.824;28;27.4;14.8;27.8;26;16.6;14.2;14;54;45;46;254;8;3.9;
2019-12-12;1600;0;906.8;1007.072942;907;906.7;3080.642;29;28.3;14.7;28.6;26.8;16.3;13.9;14;50;42;43;232;8.9;4.5;
2019-12-12;1700;0;906.2;1006.722725;906.8;906.2;2055.658;30;27.4;14.3;29.1;27.1;15.9;13.7;13.7;48;42;45;259;10.6;4.1;
2019-12-12;1800;0;905.6;1005.740247;906.2;905.6;2018.382;30;28.3;14;29.2;27.5;16;13.2;13.8;47;38;41;249;9.5;4.4;
2019-12-12;1900;0;905.2;1005.401056;905.6;905.1;1274.509;30;28;14.4;29.6;27.3;14.9;13.3;13.5;45;39;43;243;7.7;2.6;
2019-12-12;2000;0;906.1;1006.576412;906.1;905.2;1037.693;30;27.5;13.7;29.2;27.5;15;13.3;13;44;40;43;252;6.4;4;
2019-12-12;2100;0;906.8;1007.849753;906.8;906;133.343;29;26.1;14.2;27.5;26;14.2;13.7;12.7;48;43;48;251;6.7;2.6;
2019-12-12;2200;0;907.5;1009.200749;907.5;906.8;-3.518;27;24.5;14.9;26.1;24.5;14.9;14.2;12.7;55;48;55;261;5;.5;
2019-12-12;2300;0;908;1009.865001;908.1;907.5;-3.54;26;24.2;15.2;24.5;24;15.2;14.8;12.7;58;55;58;254;2.1;.6;
2019-12-13;0000;0;908.6;null;908.6;908;-3.362;25;22.6;16.6;24.1;22.5;16.6;15.2;12.7;69;58;69;251;7.3;1.9;
2019-12-13;0100;0;909;1011.668708;909.2;908.6;-3.332;24;22.3;16.9;22.8;22.2;17;16.4;12.7;72;69;72;188;2.8;.3;
2019-12-13;0200;0;908.7;1011.702438;909;908.5;-3.54;24;21.3;17.4;22.3;21.1;17.4;16.9;12.6;78;72;78;252;3;.1;
2019-12-13;0300;0;908.3;1011.367847;908.7;908.2;-3.53;23;21;17.6;21.4;20.9;17.6;17.3;12.6;81;78;81;219;1.7;.3;
2019-12-13;0400;0;907.2;1010.290883;908.3;907.2;-3.538;22;20.6;17.6;21.1;20.4;17.7;17.3;12.6;83;81;83;27;2;.1;
2019-12-13;0500;0;907.7;1011.25673;907.7;907;-3.54;21;19.5;null;20.6;19.4;null;null;12.6;100;83;null;262;1.9;.8;
2019-12-13;0600;0;908.4;1012.073965;908.4;907.7;-3.54;21;19.4;null;19.6;19.3;null;null;12.6;null;null;null;250;1.6;.2;
2019-12-13;0700;0;909.1;1012.704405;909.1;908.4;-3.54;20;19.8;16.3;19.8;19.1;null;null;12.5;null;null;80;223;4;2.2;
2019-12-13;0800;0;909.9;1013.558247;909.9;909.1;84.977;21;19.9;16.1;20;19.7;16.3;16.1;12.5;80;79;79;198;4.2;1.4;
2019-12-13;0900;0;910.7;1014.040183;910.7;909.9;539.158;21;21;16;21.1;20;16.4;15.8;12.9;79;73;73;118;4;.4;
2019-12-13;1000;0;911;1013.674734;911;910.7;1132.393;23;22.9;15.6;23;21;16.5;15;13.2;73;63;64;103;6.3;3.1;
2019-12-13;1100;0;911.5;1013.685203;911.5;911;2099.825;24;24.4;15.9;24.7;22.7;16.3;15.3;13.5;64;58;59;69;9;3.7;
2019-12-13;1200;0;912.1;1014.862113;912.1;911.5;1936.77;26;23;16.9;24.5;22.8;17.4;15.7;13.7;69;59;69;105;10.3;3.3;
2019-12-13;1300;0;912.2;1015.266923;912.3;911.9;1919.382;26;22.2;16.9;24.4;21.9;17.7;16.4;13.8;74;64;72;80;8.9;3.7;
2019-12-13;1400;0;912.9;1016.825194;912.9;912.2;1440.551;26;20.1;17;22.7;20;17.4;16.6;13.8;82;71;82;71;9.9;4.1;
2019-12-13;1500;0;913;1016.564037;913;912.9;1340.974;24;21.1;16.3;21.5;19.3;17.7;16.3;13.9;85;74;74;86;8.1;3.1;
2019-12-13;1600;0;912.7;1016.639815;913;912.7;1530.139;24;20;16.1;21.2;19.8;16.7;15.7;13.9;79;73;78;83;9.4;3.3;
2019-12-13;1700;0;912.6;1017.016889;912.7;912.6;803.861;23;18.7;15.5;20;18.6;16.1;15.5;13.5;83;78;82;101;7.7;3.2;
2019-12-13;1800;0;912.1;1016.572993;912.6;912.1;413.578;22;18.4;15;19.1;18.4;15.8;14.9;13.1;82;80;81;94;7.1;2.7;
2019-12-13;1900;0;912.4;1016.869545;912.4;912;307.134;21;18.5;14.6;18.8;18.1;15.3;14.6;12.9;83;78;78;76;7.5;2.7;
2019-12-13;2000;0;912.5;1017.170342;912.6;912.4;188.456;21;18;14.8;18.8;17.9;15;14.6;12.7;82;78;82;77;7.8;2.5;
2019-12-13;2100;0;913.3;1018.252308;913.3;912.3;38.05;20;17.5;15.6;18;17.3;16.2;14.7;12.6;93;82;89;82;8.3;3.4;
2019-12-13;2200;0;914.1;1019.297032;914.1;913.3;-1.022;19;17.1;null;17.6;17.1;17.2;15;12.6;100;85;null;82;8.3;3;
2019-12-13;2300;0;915.1;1020.373833;915.1;914.1;-1.869;19;17.2;15.8;17.4;17;17.1;15;12.6;100;87;91;70;8.3;2;
2019-12-14;0000;0;915.5;null;915.6;915.1;-1.482;19;17.2;15.3;17.3;17.1;17;15.1;12.6;99;87;89;75;6.4;2.5;
2019-12-14;0100;0;915.5;1020.858148;915.6;915.5;-1.496;19;17.1;14.8;17.3;17.1;15.4;14.5;12.6;89;84;86;90;7;3.2;
2019-12-14;0200;0;915.2;1020.638647;915.5;915.1;-1.583;19;16.8;null;17.3;16.8;16.9;14.7;12.6;100;85;null;68;7.3;3;
2019-12-14;0300;0;915.1;1020.527126;915.4;915;-2.371;18;16.8;null;16.9;16.7;null;null;12.5;null;null;null;86;7.6;2.3;
2019-12-14;0400;0;914.7;1020.081043;915.1;914.7;-1.887;18;16.8;null;16.9;16.7;null;null;12.5;null;null;null;73;6.2;2.3;
2019-12-14;0500;0;914.5;1019.896369;914.7;914.4;-2.856;18;16.7;null;16.8;16.7;null;null;12.5;null;null;null;89;5.8;2.2;
2019-12-14;0600;0;914.5;1019.896369;914.6;914.4;-1.95;18;16.7;null;16.8;16.6;null;null;12.5;null;null;null;96;5.6;2.2;
2019-12-14;0700;0;914.9;1020.342469;914.9;914.5;-1.888;18;16.7;null;16.8;16.7;null;null;12.5;null;null;null;69;5.6;2;
2019-12-14;0800;0;915.5;1020.934828;915.5;914.9;39.316;18;16.9;null;16.9;16.7;null;null;12.5;null;null;null;75;5;1.9;
2019-12-14;0900;0;916.2;1021.447347;916.2;915.5;191.759;18;17.6;16.8;17.6;16.9;null;null;12.5;null;null;95;90;3.9;1.2;
2019-12-14;1000;0;916.7;1021.548093;916.7;916.2;910.773;19;18.8;15.1;19.4;17.5;16.8;15.1;13;96;78;79;91;5.5;2;
2019-12-14;1100;0;917;1021.542364;917;916.7;1008.127;21;19.7;15.4;19.7;18.7;15.8;15;13.2;81;76;76;100;6.6;2.9;
2019-12-14;1200;0;917.2;1021.27776;917.2;917;1614.503;22;21;15.7;21.1;19.6;15.9;15;13.4;77;71;72;70;6.8;2.4;
2019-12-14;1300;0;917.1;1020.794603;917.2;917;1753.912;23;22;16.3;22.3;20.9;16.4;15.5;13.6;72;68;70;62;6.3;2.1;
2019-12-14;1400;0;916.8;1020.349694;917.1;916.8;1546.263;24;22.3;15.9;22.8;21.7;16.8;15.7;13.8;71;66;67;79;5.5;2.4;
2019-12-14;1500;0;916.2;1019.387305;916.8;916.2;1778.71;25;23.1;16.4;23.4;22.2;17.3;15.9;13.9;71;66;66;85;6.5;3;
2019-12-14;1600;0;915.9;1019.090241;916.2;915.8;1490.281;26;23;16.2;23.9;22.9;17;16;13.8;67;63;65;65;7.4;3;
2019-12-14;1700;0;915.7;1019.273313;915.9;915.7;606.602;25;21.9;16.6;23;21.8;16.9;16.1;13.4;73;65;72;86;7.4;2;
2019-12-14;1800;0;915.1;1018.568468;915.7;915.1;738.722;25;22;17;22.4;21.4;17.2;16.5;13.5;75;71;74;81;6.3;2.2;
2019-12-14;1900;0;914.5;1018.048611;915.1;914.5;491.558;24;21.6;17.1;22;21.1;17.3;16.6;13.2;77;73;76;84;6.3;1.8;
2019-12-14;2000;0;914.2;1018.011785;914.5;914.1;463.608;24;20.8;16.8;21.6;20.7;17.2;16.5;12.9;78;74;78;70;6.3;2.3;
2019-12-14;2100;0;914.7;1019.092972;914.7;914.1;69.698;23;19.4;16.4;20.8;19.4;16.8;16.3;12.7;83;77;83;82;7.3;2.4;
2019-12-14;2200;0;915.1;1019.689493;915.1;914.7;-2.779;21;19;18.8;19.4;18.7;18.9;16.3;12.6;100;83;99;70;6.2;2.1;
2019-12-14;2300;0;915.6;1020.322279;915.6;915.1;-1.4;21;18.8;null;19.1;18.7;null;null;12.6;null;null;null;71;6.1;2.1;
2019-12-15;0000;0;915.9;null;915.9;915.6;-2.599;21;19.1;19.1;19.1;18.8;null;null;12.6;null;null;100;71;7.8;2.6;
2019-12-15;0100;0;915.6;1020.208861;915.9;915.5;-2.152;20;19.1;null;19.2;19;null;null;12.6;null;null;null;67;7.6;2.3;
2019-12-15;0200;0;915.2;1019.725425;915.6;915.2;-2.042;20;19.2;null;19.3;19.1;null;null;12.6;null;null;null;56;5.8;2.1;
2019-12-15;0300;0;914.2;1018.611214;915.2;914.2;-2.072;20;19.2;null;19.3;19.1;null;null;12.6;null;null;null;56;7;2.8;
2019-12-15;0400;0;913.2;1017.572336;914.2;913.2;-1.923;20;19;null;19.1;18.9;null;null;12.6;null;null;null;59;5.9;1.8;
2019-12-15;0500;0;912.8;1017.202028;913.2;912.7;-2.049;20;18.8;null;19;18.8;null;null;12.5;null;null;null;43;6.4;1.9;
2019-12-15;0600;0;912.7;1017.052876;912.8;912.6;-1.833;20;18.9;null;18.9;18.8;null;null;12.5;null;null;null;45;5.2;1.8;
